Make,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Total Passengers,Total Survivors,Count,Favorable Result,Unfavorable Result,Percent Favorable,Percent Unfavorable
Brokaw Bergon F,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Brook Aaron D,3.0,0.0,0.0,0.0,3.0,0.0,1,0,1,0.0,100.0
Broussard,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Brown,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Brown James W,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brown Joseph,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brown Joseph B Jr,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Brown Mark,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brown Michael,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Brown Mitch,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
British Aerospace,9.0,0.0,0.0,0.0,9.0,0.0,1,0,1,0.0,100.0
Bristol,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bristell,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Brenholt Larry R,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Br Legend Llc,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Bradley Roderick W,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bradshaw,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bradshaw / Mccauley,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Brandt Leroy E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bray Verle G Jr,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Breezer Aircraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brennan,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brinkerhuff Gerald G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Brewer James M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brewster,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Brewster Fleet,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brian P North,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Brian Turner,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brice Ron,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Brinker / Garner,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brown Narcisse A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Brown Thomas E,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Boyd Kenneth C,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Browning Gregory S,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Buhl,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Buhlmann Howard,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bulfer James G,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bumford-Royer,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bunch,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Bunker,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Burg Frederick S,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Burkes,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Burkholder Jimmy C,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Burleigh,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Burr,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Burrill Steven E,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Burtner Charles W,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Burton Dennis W,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Buschmann/Vanzee,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bushmaster,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Butcher Russell A,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Buehlmann Peter,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Budd,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Buckman,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bryan C L/Labrash R D,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brubaker,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bruce M Barrett,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bruct J Myers,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Brumbaugh B/Kasowski L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brumbaugh David R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Brumwell,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Brunzlick Larry R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bryan Jerry R,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Buckeye Industries,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Bryant C Crosby,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bryant Frederick M,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bryk Steven L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Buchanan,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bucker,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bucker Jungmann,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bucker Jungmeister,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Boyle Joseph E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Boyd Bruce,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bean R E/R B Weld Inc,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Bins Tom,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Bennett,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Benton Fred D,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Bereznak,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Berger Bernard M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Berger Michael A,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Beriev Aircraft Company,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Berkey,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bernhard,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Berrie,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Berry Dean,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bert N Norris,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bertagna John,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Besarick,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bevilacqua Jeffrey L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bibbee,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Biesemeier David I,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Billy Amerson,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Benjamin Harold E,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bender,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bellet James J,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Beers,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bearden Biplane,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Beaudry Phillip,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Becker Elmer L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Beckert Bruce A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bede,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bedecorp Llc,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Beechcraft Corporation,0.0,0.0,1.0,2.0,3.0,3.0,1,0,0,0.0,0.0
Behne,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Beller,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Belair,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Belcher,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
"Belcher, Gerald C",0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Belew Marshall D Ii,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Belisle Thomas J,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bell,6.0,0.0,0.0,0.0,6.0,0.0,1,0,1,0.0,100.0
Bell Bill,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Binkley Richard,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bkf,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bowman,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Black Christopher,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bond Neal O,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bonde,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bordelon Bruce,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bordiuk,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Borne Charles A Iii,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Borom,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Borom Marcus P,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Bosco Don,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Boson,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bosonetto,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Boswell John J,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Boughner,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bower,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bowers,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bowie Richard,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bowles Chris,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Bowley,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bolstridge Wallace R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bollinger Robert L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Bolenbaugh Phillip William,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Boam,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Blake D Barrymore,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Blevins Kamron,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Blondin,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Blue Oak Llc.,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Blue Side Up Inc,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Blum Matthew,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Blumer,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Boam Larry,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bogle Absey C,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Board James A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Boatright Waylon,5.0,0.0,0.0,0.0,5.0,0.0,1,0,1,0.0,100.0
Bob Frederick,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bobbi Boucher,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bobo Christopher J,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Boehlke Kevin P,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Boeve Earl,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Erick Magno & Assoc Pa,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Eris E. Ervin,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Ernest T Christley,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
James H Berard,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
James M Raulerson,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
James O'Bert,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
James R Dernovsek,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
James Wiebe,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jannakos Gregory P,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jans Robert,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jansen,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Jantzen,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Javron,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Javron Experimental,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jdt,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Jdt Mini-Max Llc,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Jeff Jardine,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Jeffair,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Jeffery D Tuttle,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jeffko,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Jenkins,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
James Kilroy,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
James E Causey,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Eros,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
James Donald Baker,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
"Jabiru Usa Sport Aircraft, Llc",1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Jack A Frohbieter,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jack Fehling,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jackson,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jackson Dennis,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Jackson Fred M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jackson Jeremiah D,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jacobs,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jacquneaux Glen R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jahnke Lionel G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Jahns,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
James,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
James A Gray,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
James B. Taplin,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
James Bruton,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
James C Geyman,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
James D Riggs,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Jenkins Jack,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jennings John C,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Jeremiah Jackson,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jerome A Baak,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Johnson David Earl,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Johnson Garret W,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Johnson Gary,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Johnson Gerald,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Johnson Glenn L,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Johnson Jerry,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Johnson Joel H,1.0,1.0,0.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Johnson Kenneth,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Johnson Kenneth R,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Johnson Kenneth W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Johnson Leonard G,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Johnston Coyt E,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Johnston William Alfred Jr,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jones Kent C,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jones Peter M,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Jones Ralph D,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Jones Rodney V,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Johnson Barron T,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
John V Rawson Jr,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
John Steven Caturia,0.0,2.0,0.0,1.0,3.0,3.0,1,0,0,0.0,0.0
Jim Braddock,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Jerome D Fischer,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jess Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Jesse Saint/Troy Townsend/Etha,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Jetprop Dlx Piper,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Jetson'S Aviation Llc,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jewett,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Jewett Brandon,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jim Green,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
John Sample,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Jim Riggs,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jimenez,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Joby Aero Inc,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0
Joel A Bowker,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
John Goodman,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
John M Corneal,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
John Murphy,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Jabiru Usa Sport Aircraft,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Jabiru Aircraft Pty Ltd,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
J. Schilling,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Hoyle,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Honda Jet,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Hood,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Hood John Sidney,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Hook,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Hooper James A,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Hoover David,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Hoover Frank,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Hoskins,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Hoskins Lonnie F,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Hoskins Samuel R,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Hostein K/Hostein S,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Houts,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Howard M. Shepherd,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Howard Steven C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Howard William C,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Howell,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Howell Bob,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Honda Aircraft,0.0,0.0,0.0,5.0,5.0,5.0,1,0,0,0.0,0.0
Holt Herbert L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Holst Lawrence E,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Holley Carol L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Hodges Samuel J,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Hoffius Stowe,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Hoffman David J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Hogan,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Hoke Bobby F,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Holden Frank Joseph,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Holland Mike,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Hollier B C,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Holsclaw Francis E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Holloman L B/Holloman E M,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Holm Michael J,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Holmes Arthur Orman,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Holmes Gary Don,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Holmgreen John B,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Holmgren,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Holmlund Victor P,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Howes,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Hrosik Gene,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
J&J Ultralights,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Hubbard William H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Icp Srl,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Independent Technologies Inc,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Indus,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Indus Aviation Inc.,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Indy Aircraft Ltd,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Ingraham,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Inhofe/ Davis,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Inman J D,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Interplane,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Interplane S R O,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Irlbeck Thomas H,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Irvin Stephen D,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Isaak Paul G,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Ison Aircraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Israel Aerospace Industriesltd,0.0,0.0,0.0,5.0,5.0,5.0,1,0,0,0.0,0.0
Issitt,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Iversen,3.0,0.0,0.0,0.0,3.0,0.0,1,0,1,0.0,100.0
Icp,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Hy-Tek,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
